3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,3,3,3,2,1,0.311269
3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,35,0.3588
4,3,1,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,3,3,3,2,1,0.232577
4,3,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,3,0.34018
4,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,1,3,3,3,2,1,0.244496
4,3,2,2,2,3,2,1,2,2,2,2,2,2,2,2,3,1,3,3,3,2,1,0.265445
4,3,2,2,2,3,2,1,3,2,2,2,2,2,2,2,3,2,3,3,3,2,1,0.280857
4,3,2,2,2,3,2,2,2,1,2,2,2,2,2,2,3,1,3,3,3,2,1,0.236663
4,3,2,2,2,3,2,2,2,2,2,1,2,2,2,2,3,1,3,3,3,2,1,0.224296
4,3,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,1,3,3,3,2,2,0.285058
4,3,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,3,3,3,2,1,0.297781
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,3,2,3,2,1,0.259564
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,3,3,3,2,777,0.39764
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,3,3,4,2,1,0.241011
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,3,4,3,2,1,0.245551
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,1,0.173151
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,1,3,3,3,2,1,0.255433
4,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,1,3,3,3,2,1,0.28274
4,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,3,3,3,1,1,0.246508
4,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,3,3,3,2,77,0.37669
4,3,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,1,3,3,3,2,1,0.177963
4,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,1,3,3,3,2,1,0.282432
4,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,2,3,3,3,2,65,0.37773
4,3,2,2,2,3,2,2,3,2,3,2,2,2,2,2,3,2,3,3,3,2,1,0.359392
4,3,2,2,2,3,2,2,3,3,2,2,2,2,2,2,3,2,3,3,3,2,1,0.252997
4,3,2,2,2,3,2,2,4,2,2,2,2,2,2,2,3,2,3,3,3,2,1,0.301213
4,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,1,3,3,3,2,3,0.405809
4,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,1,0.331483
4,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,3,3,3,2,1,0.234662
