3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,1,0.3588
4,3,1,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,3,3,3,2,1,0.232577
4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,3,3,2,2,0.203293
4,3,2,2,2,3,2,2,2,1,2,2,2,2,2,2,3,1,3,3,3,2,1,0.236663
4,3,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,1,3,3,3,2,2,0.285058
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,3,3,3,2,918,0.39764
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,3,3,3,3,1,0.235217
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,3,3,4,2,1,0.241011
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,1,3,3,3,2,1,0.255433
4,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,1,3,3,3,2,2,0.28274
4,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,3,3,3,2,8,0.37669
4,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,1,3,3,3,2,1,0.282432
4,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,2,3,3,3,2,6,0.37773
4,3,2,2,2,3,2,3,2,2,2,1,2,2,2,2,3,1,3,3,3,2,1,0.261628
4,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,1,3,3,3,2,28,0.405809
