3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,3,3,3,2,1,0.311269
3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,16,0.3588
3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,1,0.276037
4,3,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,1,0.34018
4,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,1,3,3,3,2,1,0.244496
4,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,1,3,3,3,2,1,0.232889
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,1,3,1,3,3,3,2,1,0.216945
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,2,1,0.246158
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,2,3,3,2,1,0.288885
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,3,3,2,2,1,0.234903
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,3,3,3,2,861,0.39764
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,3,3,3,3,1,0.235217
4,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,1,3,3,3,2,1,0.28274
4,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,3,3,3,2,57,0.37669
4,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,1,3,3,3,2,1,0.282432
4,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,2,3,3,3,2,58,0.37773
4,3,2,2,2,3,2,2,3,2,2,3,2,2,2,2,3,2,3,3,3,2,1,0.27756
4,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,1,3,3,3,2,9,0.405809
4,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,1,3,3,3,2,1,0.236561
4,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,1,3,3,3,2,2,0.3008
4,4,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,3,3,3,2,1,0.240471
5,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,3,3,3,2,2,0.223106
