2,1,2,3,3,3,3,3,2,2,1,0.563434
2,2,2,2,2,2,2,2,3,3,1,0.496518
2,2,2,2,2,2,2,3,3,3,1,0.527033
2,2,2,2,2,2,3,2,3,4,1,0.515358
2,2,2,2,2,2,3,3,2,2,4,0.502139
2,2,2,2,2,2,3,3,3,2,2,0.516447
2,2,2,2,2,2,3,3,3,3,59,0.5402
2,2,2,2,2,2,3,4,2,3,1,0.536646
2,2,2,2,2,3,2,3,3,3,1,0.565288
2,2,2,2,2,3,3,2,2,2,2,0.508288
2,2,2,2,2,3,3,2,3,3,1,0.549688
2,2,2,2,2,3,3,3,3,4,1,0.58407
2,2,2,2,2,3,3,4,3,3,4,0.587417
2,2,2,2,2,3,4,3,3,3,1,0.572063
2,2,2,2,2,4,2,3,3,2,1,0.558034
2,2,2,2,3,2,3,3,4,3,16,0.568819
2,2,2,2,3,2,3,4,3,3,5,0.582637
2,2,2,2,3,3,2,2,2,2,10,0.523999
2,2,2,2,3,3,2,2,2,3,1,0.550393
2,2,2,2,3,3,2,3,3,2,108,0.571567
2,2,2,2,3,3,2,3,3,3,9,0.596825
2,2,2,2,3,3,2,3,4,3,3,0.59449
2,2,2,2,3,3,2,3,4,4,1,0.59929
2,2,2,2,3,3,2,4,2,3,1,0.589138
2,2,2,2,3,3,2,4,3,3,2,0.60593
2,2,2,2,3,3,3,3,3,3,13,0.609733
2,2,2,2,3,4,1,3,3,2,2,0.554102
2,2,2,2,3,4,2,3,3,2,2,0.587318
2,2,2,2,3,4,3,2,2,2,5,0.552196
2,2,2,2,3,4,3,3,3,2,1,0.60059
2,2,2,2,4,2,2,2,2,2,1,0.501918
2,2,2,2,4,3,2,3,3,3,1,0.608083
2,2,2,2,4,3,2,4,3,2,1,0.592383
2,2,2,3,2,2,3,3,2,3,1,0.553564
2,2,2,3,2,3,3,3,3,3,1,0.606336
2,2,2,3,2,4,2,3,3,3,2,0.610386
2,2,2,3,3,2,2,2,2,2,4,0.514255
2,2,2,3,3,3,2,3,3,3,1,0.623109
2,2,2,3,4,2,2,3,3,3,1,0.600093
2,2,3,2,2,2,3,3,3,4,2,0.579971
2,2,3,2,2,3,3,3,3,3,84,0.614073
2,2,3,2,2,3,3,4,2,3,1,0.608703
2,2,3,2,3,3,2,3,2,3,1,0.612999
2,2,3,3,1,3,2,4,3,3,1,0.585686
2,2,3,3,1,3,3,3,2,2,1,0.549092
2,2,3,3,2,2,2,2,2,2,9,0.515997
2,2,3,3,2,2,2,2,2,3,2,0.542159
2,2,3,3,2,2,2,3,3,2,11,0.563508
2,2,3,3,2,2,2,4,3,3,49,0.598671
2,2,3,3,2,2,3,3,2,2,1,0.563441
2,2,3,3,3,3,2,2,2,2,27,0.581105
2,2,3,3,3,3,2,2,3,3,1,0.627176
2,2,3,3,3,3,2,3,3,2,1,0.630533
