4,3,3,2,2,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,-0.229782767218605
4,3,2,2,2,3,2,2,3,2,3,2,2,2,2,3,3,2,3,3,3,2,-0.210514437376055
4,3,2,2,2,3,2,2,3,2,2,2,2,2,2,3,3,2,3,3,3,2,-0.0251200036076196
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2,-0.113072488160432
4,3,2,2,2,3,2,2,2,2,3,2,2,2,2,3,3,2,3,3,3,2,-0.166715614995605
4,3,2,2,2,3,2,3,2,2,3,2,2,2,2,3,3,2,3,3,3,2,-0.109878103566185
4,3,3,2,2,4,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,-0.0134769828702963
4,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,2,3,3,3,2,-0.143952663669928
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,-0.0856134463756055
4,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,-0.0159910734844823
4,3,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,2,3,3,3,2,0.0160560847354965
4,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,2,3,3,3,2,-0.00887916783775175
4,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,3,2,0.0213858060771334
3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2,-0.103558963373232
4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,-0.0554454905994553
4,3,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,3,3,3,2,0.0434945265995498
4,3,2,2,2,3,2,2,2,2,3,2,2,2,3,2,3,2,3,3,3,2,0.0921690816231105
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,1,3,3,3,2,-0.131267891699341
4,3,2,2,2,3,2,2,2,2,3,2,2,2,2,3,3,1,3,3,3,2,-0.0266675853367819
4,3,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,2,2,3,3,2,0.0419350006851662
4,3,2,2,2,3,2,3,2,2,3,2,2,2,2,2,3,2,3,3,3,2,-0.0855708718230173
4,3,2,2,2,3,2,2,2,2,3,2,2,2,2,3,3,2,2,3,3,2,0.142935969030682
4,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,3,3,2,-0.00325812559330314
3,3,2,2,2,3,2,2,2,2,3,2,2,2,2,3,3,2,3,3,3,2,-0.0109696705765946
4,3,2,2,2,3,2,3,2,2,3,2,2,2,2,3,3,3,3,3,3,2,-0.065149502859615
3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,3,2,0.0385006358288993
4,3,2,2,2,5,3,2,2,2,2,3,5,3,5,2,3,3,3,4,3,2,-0.0300270227518792
3,3,3,2,2,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,0.282157328148384
5,3,3,2,2,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,0.0136418999376148
4,2,3,2,2,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,0.205894229787494
4,4,3,2,2,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,0.0112608974857439
4,3,4,2,2,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,-0.0997562286304781
4,3,3,1,2,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,-0.0156235509825436
4,3,3,3,2,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,-0.0207557137645817
4,3,3,2,1,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,-0.0056765226220037
4,3,3,2,3,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,-0.025412274594142
4,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,0.339166990816846
4,3,3,2,2,5,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,0.195952468053087
4,3,3,2,2,4,1,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,0.12846014440587
4,3,3,2,2,4,3,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,-0.0012604930548187
4,3,3,2,2,4,2,1,2,2,2,2,2,2,2,2,3,2,2,2,3,2,-0.00711488229256209
4,3,3,2,2,4,2,3,2,2,2,2,2,2,2,2,3,2,2,2,3,2,-0.0338762154041488
4,3,3,2,2,4,2,2,1,2,2,2,2,2,2,2,3,2,2,2,3,2,0.296668767716082
4,3,3,2,2,4,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2,-0.00676627929562259
4,3,3,2,2,4,2,2,2,1,2,2,2,2,2,2,3,2,2,2,3,2,-0.0131363485920091
4,3,3,2,2,4,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,-0.0121793296558392
4,3,3,2,2,4,2,2,2,2,1,2,2,2,2,2,3,2,2,2,3,2,-0.0292548588703666
4,3,3,2,2,4,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,2,0.0295084042040232
4,3,3,2,2,4,2,2,2,2,2,1,2,2,2,2,3,2,2,2,3,2,0.159741989212865
4,3,3,2,2,4,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,2,0.117031783527314
4,3,3,2,2,4,2,2,2,2,2,2,1,2,2,2,3,2,2,2,3,2,-0.0783101778484594
4,3,3,2,2,4,2,2,2,2,2,2,2,1,2,2,3,2,2,2,3,2,0.00656539015473346
4,3,3,2,2,4,2,2,2,2,2,2,2,3,2,2,3,2,2,2,3,2,-0.10638749565146
4,3,3,2,2,4,2,2,2,2,2,2,2,2,1,2,3,2,2,2,3,2,0.11092226878842
4,3,3,2,2,4,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,2,0.0329610999835708
4,3,3,2,2,4,2,2,2,2,2,2,2,2,2,1,3,2,2,2,3,2,0.0209456743501334
4,3,3,2,2,4,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,0.228503485046828
4,3,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,0.122013096672798
4,3,3,2,2,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,3,2,0.00020405340833356
