1,1,3,3,2,2,2,3,3,3,1,0.501157
1,3,3,3,2,2,2,2,3,1,1,0.446002
2,1,1,3,3,2,2,2,3,1,1,0.397693
2,2,2,1,3,1,1,1,1,3,1,0.298027
2,2,2,1,3,1,3,1,1,3,1,0.344178
2,2,2,2,1,1,1,3,1,3,1,0.336606
2,2,2,2,1,1,1,3,3,3,1,0.381672
2,2,2,2,1,1,3,3,3,3,1,0.427449
2,2,2,2,1,3,3,3,2,3,4,0.513214
2,2,2,2,2,2,1,1,3,1,1,0.33841
2,2,2,2,2,2,1,3,3,1,1,0.423537
2,2,2,2,2,2,2,2,2,2,913,0.456744
2,2,2,2,2,2,2,2,2,3,6,0.482208
2,2,2,2,2,2,2,3,1,3,1,0.479439
2,2,2,2,2,2,2,3,3,1,1,0.458366
2,2,2,2,2,2,2,3,3,3,3,0.527033
2,2,2,2,2,2,3,2,2,3,1,0.496763
2,2,2,2,2,2,3,3,1,1,1,0.424262
2,2,2,2,2,2,3,3,3,3,2,0.5402
2,2,2,2,2,3,1,1,3,3,1,0.44813
2,2,2,2,2,3,1,3,3,3,2,0.531642
2,2,2,2,2,3,2,2,2,3,3,0.519442
2,2,2,2,2,3,3,3,3,1,1,0.510448
2,2,2,2,3,1,1,1,2,3,1,0.372923
2,2,2,2,3,3,3,3,1,3,2,0.558214
2,2,2,3,1,3,1,2,3,3,1,0.472755
2,2,2,3,3,3,3,3,1,3,1,0.583234
2,2,2,3,3,3,3,3,2,3,7,0.619448
2,2,3,1,1,3,2,3,3,1,1,0.43554
2,2,3,2,4,4,4,4,2,4,2,0.659001
2,2,3,3,3,1,2,2,2,3,1,0.519014
2,2,3,3,3,1,2,2,3,3,1,0.534063
2,2,3,3,3,3,3,3,1,3,24,0.615953
2,2,3,3,3,3,3,3,3,3,6,0.671385
2,3,3,1,3,2,2,2,3,3,1,0.532659
2,3,3,1,3,3,3,1,3,3,1,0.533125
2,3,3,3,3,1,3,3,3,1,1,0.525662
2,3,3,3,3,3,1,1,3,1,1,0.482401
3,1,3,3,2,2,2,2,3,3,1,0.561599
3,3,3,1,2,2,2,2,2,3,1,0.522407
3,3,3,3,3,2,2,2,2,1,1,0.550301
