3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2,3,0.316901
4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2,1,0.286645
4,3,2,2,2,3,1,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2,1,0.292315
4,3,2,2,2,3,2,1,2,2,2,2,2,2,2,3,3,2,3,3,3,2,1,0.312225
4,3,2,2,2,3,2,1,2,2,2,2,2,2,2,3,3,2,3,3,4,2,1,0.133391
4,3,2,2,2,3,2,1,3,2,2,2,2,2,2,3,3,2,3,3,3,2,2,0.321296
4,3,2,2,2,3,2,2,1,2,2,2,2,2,2,3,3,2,3,3,3,2,1,0.331955
4,3,2,2,2,3,2,2,2,2,2,2,1,2,2,3,3,2,3,3,3,2,1,0.282303
4,3,2,2,2,3,2,2,2,2,2,2,2,2,1,3,3,2,3,3,3,2,1,0.297281
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,1,0.299889
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,2,1,0.292253
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,1,0.148589
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,2,2,0.327048
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2,939,0.328865
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3,3,4,2,2,0.274351
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3,4,3,2,1,0.297731
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,4,2,3,2,1,0.136329
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,4,0.326201
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,4,3,2,3,3,3,2,3,0.318056
4,3,2,2,2,3,2,2,2,2,2,2,2,3,2,3,3,2,3,3,3,2,1,0.292734
4,3,2,2,2,3,2,2,2,2,2,2,3,2,2,3,3,2,3,3,3,2,1,0.294602
4,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,2,3,3,3,2,4,0.320937
4,3,2,2,2,3,2,2,2,2,3,2,2,2,2,3,3,2,3,3,3,2,1,0.281331
4,3,2,2,2,3,2,2,2,3,2,2,2,2,2,3,3,2,3,3,3,2,2,0.273664
4,3,2,2,2,3,2,2,3,1,2,2,2,2,2,3,3,2,3,3,3,2,2,0.286662
4,3,2,2,2,3,2,2,3,2,2,2,2,2,2,3,3,2,3,3,3,2,4,0.326392
4,3,2,2,2,3,2,2,3,2,3,2,2,2,2,2,3,2,3,3,3,2,1,0.34523
4,3,2,2,2,3,2,2,3,2,3,2,2,2,2,3,3,2,3,3,3,2,2,0.455781
4,3,2,2,2,3,2,3,1,2,2,2,2,2,2,3,3,2,3,3,3,2,13,0.3476
4,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,2,3,3,3,2,18,0.346471
4,3,2,2,2,3,2,3,3,2,2,2,2,2,2,3,3,2,3,3,3,2,2,0.342764
4,3,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2,3,0.288691
4,3,2,2,2,4,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2,4,0.317908
4,3,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2,1,0.323421
4,3,2,3,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2,1,0.320441
4,3,3,1,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2,1,0.148751
4,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,20,0.403442
4,3,3,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2,1,0.323796
4,4,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2,1,0.27236
