2,2,2,3,3,3,3,3,3,3,1,0.637074
2,2,3,1,3,3,3,3,3,3,1,0.599802
2,2,3,3,3,3,2,3,3,3,5,0.656445
2,2,3,3,3,3,2,3,3,4,2,0.662904
2,4,2,4,4,3,3,4,2,4,1,0.644883
3,2,1,3,2,3,3,2,5,3,1,0.531297
3,2,1,3,3,3,3,3,4,4,2,0.622561
3,2,2,4,4,4,3,3,4,2,1,0.683279
3,2,3,3,3,2,3,3,2,2,1,0.628682
3,2,3,3,3,3,2,2,3,3,93,0.663523
3,2,3,3,3,3,2,2,4,4,2,0.668858
3,2,3,3,3,3,3,2,3,4,9,0.687111
3,2,3,3,3,4,2,2,3,3,1,0.679886
3,2,3,3,3,4,3,4,5,3,1,0.71302
3,3,1,3,2,2,2,2,4,4,1,0.518654
3,3,1,3,2,4,2,4,2,2,1,0.564069
3,3,1,3,3,2,3,3,4,4,1,0.591691
3,3,1,3,3,3,2,3,3,4,4,0.620135
3,3,1,3,3,3,3,3,2,3,1,0.610634
3,3,1,3,3,3,3,3,2,4,1,0.617126
3,3,1,3,3,3,3,3,3,2,4,0.602492
3,3,1,3,3,3,3,3,3,3,471,0.626875
3,3,1,3,3,3,3,3,3,4,8,0.632702
3,3,1,3,3,3,3,3,4,2,1,0.601118
3,3,1,3,3,3,3,3,4,4,2,0.629817
3,3,1,3,3,3,3,4,3,3,1,0.631414
3,3,1,3,3,4,3,3,4,4,1,0.649638
3,3,1,3,3,4,4,2,2,4,2,0.60408
3,3,1,3,4,3,2,2,4,2,1,0.575029
3,3,1,3,4,3,3,3,3,4,6,0.64401
3,3,1,4,2,4,4,3,3,4,1,0.625909
3,3,1,4,4,2,4,3,2,4,1,0.598311
3,3,2,2,2,4,4,4,4,4,1,0.640329
3,3,2,3,3,3,4,4,4,4,2,0.680111
3,3,2,3,3,4,2,4,4,2,2,0.665268
3,3,2,3,4,4,2,4,4,4,1,0.704467
3,3,4,2,4,4,4,3,5,3,1,0.712478
3,3,4,2,4,4,4,4,4,1,1,0.672063
3,3,4,2,4,4,4,4,4,2,119,0.712829
3,3,4,2,4,4,5,3,3,3,7,0.703426
3,3,4,2,4,5,5,5,5,3,1,0.685238
3,3,4,3,4,4,1,3,4,4,1,0.715021
3,3,4,3,4,4,3,5,5,3,1,0.740547
3,3,4,4,2,3,3,3,4,4,1,0.716138
3,3,4,4,4,4,1,2,3,3,40,0.684336
3,4,3,1,5,3,5,4,4,2,1,0.593901
4,2,2,4,2,3,4,4,4,3,1,0.665707
4,2,2,4,2,4,3,3,3,3,2,0.683531
4,2,3,3,3,3,1,3,4,4,3,0.67652
4,2,3,3,3,4,3,3,4,2,132,0.714827
4,2,3,3,3,4,4,4,5,3,2,0.724288
4,2,3,3,4,4,3,3,3,3,6,0.74811
4,3,1,3,3,3,3,3,3,2,1,0.618171
4,3,1,3,3,3,3,3,3,4,1,0.648797
4,3,1,3,3,3,3,3,4,4,2,0.646377
4,3,1,3,3,3,3,4,2,2,1,0.605791
4,3,1,3,3,3,3,4,2,4,1,0.636569
4,4,2,2,4,2,3,3,3,3,2,0.636493
5,2,3,3,3,4,3,3,3,3,3,0.736378
5,2,3,3,3,4,3,3,4,4,11,0.747844
